,Movie,Year,IMDB,Metascore,Vote,Runtime,Genre
2618,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2619,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2620,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2621,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2622,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2623,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2624,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2625,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2626,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2627,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2628,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2629,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2630,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2631,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2632,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2633,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2634,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2635,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2636,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2637,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2638,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2639,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2640,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2641,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2642,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2643,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2644,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2645,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2646,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2647,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2648,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2649,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2650,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2651,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2652,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2653,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2654,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2655,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2656,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2657,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2658,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2659,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2660,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2661,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2662,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2663,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2664,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2665,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2666,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2667,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2668,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2669,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2670,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2671,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2672,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2673,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2674,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2675,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2676,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2677,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2678,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2679,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2680,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2681,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2682,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2683,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2684,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2685,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2686,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2687,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2688,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2689,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2690,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2691,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2692,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2693,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2694,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2695,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2696,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2697,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2698,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2699,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2700,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2701,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2702,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2703,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2704,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2705,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2706,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2707,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2708,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2709,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2710,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2711,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2712,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2713,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2714,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2715,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2716,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2717,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2718,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2719,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2720,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2721,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2722,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2723,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2724,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2725,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2726,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2727,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2728,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2729,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2730,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2731,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2732,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2733,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2734,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2735,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2736,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2737,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2738,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2739,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2740,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2741,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2742,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2743,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2744,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2745,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2746,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2747,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2748,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2749,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2750,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2751,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2752,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2753,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2754,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2755,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2756,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2757,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2758,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2759,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2760,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2761,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2762,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2763,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2764,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2765,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2766,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2767,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2768,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2769,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2770,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2771,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2772,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2773,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2774,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2775,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2776,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2777,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2778,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2779,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2780,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2781,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2782,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2783,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2784,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2785,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2786,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2787,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2788,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2789,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2790,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2791,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2792,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2793,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2794,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2795,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2796,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2797,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2798,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2799,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2800,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2801,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2802,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2803,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2804,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2805,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2806,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2807,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2808,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2809,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2810,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2811,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2812,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2813,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2814,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2815,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2816,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2817,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2818,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2819,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2820,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2821,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2822,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2823,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2824,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2825,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2826,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2827,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2828,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2829,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2830,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2831,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2832,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2833,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2834,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2835,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2836,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2837,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2838,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2839,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2840,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2841,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2842,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2843,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2844,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2845,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2846,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2847,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2848,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2849,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2850,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2851,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2852,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2853,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2854,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2855,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2856,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2857,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2858,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2859,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2860,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2861,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
